id,publication_year,cited_by_count,author_ids
https://openalex.org/W2490170663,2016,19,"https://openalex.org/A5068739413, https://openalex.org/A5017444948, https://openalex.org/A5022153244, https://openalex.org/A5072179920, https://openalex.org/A5062857202, https://openalex.org/A5030275494, https://openalex.org/A5053579952, https://openalex.org/A5059546193"
https://openalex.org/W3093371779,2020,17,"https://openalex.org/A5081434476, https://openalex.org/A5024569490, https://openalex.org/A5020744129, https://openalex.org/A5001467582"
https://openalex.org/W3017605343,2020,16,"https://openalex.org/A5082018942, https://openalex.org/A5083400955, https://openalex.org/A5069178881, https://openalex.org/A5017534262"
https://openalex.org/W3174987059,2021,15,"https://openalex.org/A5091326079, https://openalex.org/A5018976680"
https://openalex.org/W4241346257,2021,14,"https://openalex.org/A5065284861, https://openalex.org/A5017534262"
https://openalex.org/W2153266059,2009,23,"https://openalex.org/A5042858264, https://openalex.org/A5017534262, https://openalex.org/A5103753199, https://openalex.org/A5014265399, https://openalex.org/A5058228238"
https://openalex.org/W2047756825,2015,17,"https://openalex.org/A5053852359, https://openalex.org/A5069178881, https://openalex.org/A5014605577, https://openalex.org/A5017534262"
https://openalex.org/W4289256476,2017,16,"https://openalex.org/A5043614405, https://openalex.org/A5076876084, https://openalex.org/A5086934220"
https://openalex.org/W3004466124,2020,14,"https://openalex.org/A5115588151, https://openalex.org/A5103201586, https://openalex.org/A5100434196, https://openalex.org/A5111200028"
https://openalex.org/W3177061908,2021,13,"https://openalex.org/A5030457639, https://openalex.org/A5007376332, https://openalex.org/A5031386218"
https://openalex.org/W2042907718,2011,17,"https://openalex.org/A5005005137, https://openalex.org/A5017534262, https://openalex.org/A5044033689, https://openalex.org/A5030674985, https://openalex.org/A5026072127"
https://openalex.org/W2101177326,2012,17,"https://openalex.org/A5053170814, https://openalex.org/A5087701950, https://openalex.org/A5031386218"
https://openalex.org/W2804701923,2018,15,"https://openalex.org/A5108126300, https://openalex.org/A5108655124, https://openalex.org/A5102841535, https://openalex.org/A5054707908, https://openalex.org/A5084077919"
https://openalex.org/W2405450976,2014,14,"https://openalex.org/A5022719192, https://openalex.org/A5039540205, https://openalex.org/A5017534262"
https://openalex.org/W2497615211,2015,14,"https://openalex.org/A5017534262, https://openalex.org/A5039540205"
https://openalex.org/W2941579792,2018,14,"https://openalex.org/A5065284861, https://openalex.org/A5017534262"
https://openalex.org/W4229941926,2018,14,"https://openalex.org/A5022719192, https://openalex.org/A5039540205, https://openalex.org/A5056809403, https://openalex.org/A5017534262"
https://openalex.org/W2092979522,1967,15,"https://openalex.org/A5056109933, https://openalex.org/A5039273179, https://openalex.org/A5011964544"
https://openalex.org/W2765602341,2010,15,"https://openalex.org/A5039540205, https://openalex.org/A5017534262, https://openalex.org/A5009914424"
https://openalex.org/W2574361586,2011,14,"https://openalex.org/A5046224079, https://openalex.org/A5039540205, https://openalex.org/A5017534262"
https://openalex.org/W2612295048,2017,13,"https://openalex.org/A5030648438, https://openalex.org/A5017534262, https://openalex.org/A5101450051"
https://openalex.org/W1928014007,2015,12,"https://openalex.org/A5101851026, https://openalex.org/A5054707908, https://openalex.org/A5089372170"
https://openalex.org/W2939810217,2019,12,"https://openalex.org/A5091658786, https://openalex.org/A5088039120, https://openalex.org/A5017534262"
https://openalex.org/W3143483483,2020,11,"https://openalex.org/A5039540205, https://openalex.org/A5001961716, https://openalex.org/A5017534262, https://openalex.org/A5057816221"
https://openalex.org/W1975177802,1997,24,"https://openalex.org/A5056109933, https://openalex.org/A5066357772"
https://openalex.org/W1982949405,2003,23,"https://openalex.org/A5017534262, https://openalex.org/A5058228238"
https://openalex.org/W2042616262,2011,13,"https://openalex.org/A5017878990, https://openalex.org/A5059686529, https://openalex.org/A5051226686, https://openalex.org/A5086564330, https://openalex.org/A5021554912, https://openalex.org/A5053205401"
https://openalex.org/W92406500,2006,15,"https://openalex.org/A5017444948, https://openalex.org/A5017444948, https://openalex.org/A5048259583, https://openalex.org/A5089085496"
https://openalex.org/W2486136839,2011,11,https://openalex.org/A5017534262
https://openalex.org/W3125351487,2011,11,"https://openalex.org/A5056109933, https://openalex.org/A5085548317"
https://openalex.org/W2138114088,2006,14,"https://openalex.org/A5113604195, https://openalex.org/A5056109933, https://openalex.org/A5006133061"
https://openalex.org/W2177025387,2007,12,"https://openalex.org/A5045549996, https://openalex.org/A5062388770, https://openalex.org/A5012291023, https://openalex.org/A5068251706, https://openalex.org/A5103083219"
https://openalex.org/W2035986935,2002,16,"https://openalex.org/A5056109933, https://openalex.org/A5068820196, https://openalex.org/A5109126197"
https://openalex.org/W2021046258,2000,14,"https://openalex.org/A5058228238, https://openalex.org/A5017534262"
https://openalex.org/W2019789576,2000,2466,"https://openalex.org/A5036983906, https://openalex.org/A5000679279"
https://openalex.org/W2147453867,2006,1979,"https://openalex.org/A5058815871, https://openalex.org/A5040821463, https://openalex.org/A5000679279"
https://openalex.org/W1967579779,2011,1648,"https://openalex.org/A5006700143, https://openalex.org/A5081429241, https://openalex.org/A5078651528, https://openalex.org/A5000679279"
https://openalex.org/W2152722155,2012,1290,"https://openalex.org/A5056499434, https://openalex.org/A5062636496, https://openalex.org/A5081956768"
https://openalex.org/W2097050150,2004,1138,https://openalex.org/A5000679279
https://openalex.org/W2913081045,2019,730,"https://openalex.org/A5020533147, https://openalex.org/A5056499434"
https://openalex.org/W3122786119,2014,722,"https://openalex.org/A5056499434, https://openalex.org/A5040287174, https://openalex.org/A5023764588, https://openalex.org/A5049664275, https://openalex.org/A5031845310, https://openalex.org/A5081956768, https://openalex.org/A5062636496"
https://openalex.org/W2169800142,2011,710,https://openalex.org/A5056499434
https://openalex.org/W2121067707,2009,687,"https://openalex.org/A5056499434, https://openalex.org/A5021314811, https://openalex.org/A5027209780, https://openalex.org/A5064485567, https://openalex.org/A5081956768"
https://openalex.org/W2147634746,2010,625,"https://openalex.org/A5027036879, https://openalex.org/A5081429241, https://openalex.org/A5020965594, https://openalex.org/A5106235930, https://openalex.org/A5000679279"
https://openalex.org/W2178843456,2015,581,"https://openalex.org/A5027036879, https://openalex.org/A5048789742, https://openalex.org/A5081429241, https://openalex.org/A5000679279"
https://openalex.org/W2067919779,2004,546,"https://openalex.org/A5040821463, https://openalex.org/A5000679279"
https://openalex.org/W2102017123,2015,514,"https://openalex.org/A5014647140, https://openalex.org/A5027903946, https://openalex.org/A5027079032"
https://openalex.org/W1986252988,2004,430,"https://openalex.org/A5040821463, https://openalex.org/A5000679279"
https://openalex.org/W3124682720,2014,424,"https://openalex.org/A5040287174, https://openalex.org/A5081956768, https://openalex.org/A5056499434"
https://openalex.org/W2125349172,2008,341,"https://openalex.org/A5066696247, https://openalex.org/A5055710645, https://openalex.org/A5000679279"
https://openalex.org/W2106114848,2011,332,"https://openalex.org/A5051257652, https://openalex.org/A5000679279"
https://openalex.org/W120264976,2006,327,"https://openalex.org/A5075414122, https://openalex.org/A5038976962, https://openalex.org/A5000679279"
https://openalex.org/W2061651455,2014,326,"https://openalex.org/A5081008532, https://openalex.org/A5036258938, https://openalex.org/A5034406723"
https://openalex.org/W1437329646,2015,317,"https://openalex.org/A5040887030, https://openalex.org/A5002455634, https://openalex.org/A5056499434, https://openalex.org/A5010495671"
https://openalex.org/W2105123723,2014,274,"https://openalex.org/A5056499434, https://openalex.org/A5081956768, https://openalex.org/A5082330712, https://openalex.org/A5010495671"
https://openalex.org/W2159558768,2013,261,"https://openalex.org/A5031982402, https://openalex.org/A5102926876, https://openalex.org/A5056499434, https://openalex.org/A5081956768"
https://openalex.org/W3125169308,2015,256,"https://openalex.org/A5040287174, https://openalex.org/A5056499434"
https://openalex.org/W2145017102,2012,233,"https://openalex.org/A5089075083, https://openalex.org/A5083299717, https://openalex.org/A5056499434, https://openalex.org/A5081956768"
https://openalex.org/W2585057539,2017,228,"https://openalex.org/A5014647140, https://openalex.org/A5027079032, https://openalex.org/A5056242621"
https://openalex.org/W2951851909,2014,215,"https://openalex.org/A5047897879, https://openalex.org/A5002041772, https://openalex.org/A5100744117, https://openalex.org/A5038976962"
https://openalex.org/W3098124506,2019,192,"https://openalex.org/A5100371700, https://openalex.org/A5029882049, https://openalex.org/A5088658365, https://openalex.org/A5063837575, https://openalex.org/A5056709899, https://openalex.org/A5058284930, https://openalex.org/A5046126345"
https://openalex.org/W2973726740,2019,179,"https://openalex.org/A5006379257, https://openalex.org/A5030354664, https://openalex.org/A5056499434"
https://openalex.org/W4282832862,2022,174,"https://openalex.org/A5058815871, https://openalex.org/A5040821463, https://openalex.org/A5000679279"
https://openalex.org/W3189072387,2021,131,"https://openalex.org/A5011168888, https://openalex.org/A5030987696, https://openalex.org/A5014647140, https://openalex.org/A5080732494, https://openalex.org/A5054707908, https://openalex.org/A5000679279"
https://openalex.org/W4205302485,2021,124,"https://openalex.org/A5002041772, https://openalex.org/A5038976962"
https://openalex.org/W3163163465,2021,121,"https://openalex.org/A5028871710, https://openalex.org/A5020462137, https://openalex.org/A5063647785, https://openalex.org/A5056499434, https://openalex.org/A5014466973"
https://openalex.org/W4385741628,2023,69,"https://openalex.org/A5023775697, https://openalex.org/A5054913386, https://openalex.org/A5020533147, https://openalex.org/A5056499434"
https://openalex.org/W4399167792,2024,25,"https://openalex.org/A5026721037, https://openalex.org/A5000679279, https://openalex.org/A5056499434"
https://openalex.org/W4392056515,2024,20,"https://openalex.org/A5041499491, https://openalex.org/A5063647785, https://openalex.org/A5054913386, https://openalex.org/A5021501103, https://openalex.org/A5014466973, https://openalex.org/A5056499434"
https://openalex.org/W1971398141,2004,328,https://openalex.org/A5026931667
https://openalex.org/W2161335593,2005,298,"https://openalex.org/A5000679279, https://openalex.org/A5001893057, https://openalex.org/A5103485800, https://openalex.org/A5040821463"
https://openalex.org/W1970736635,2010,212,"https://openalex.org/A5081884086, https://openalex.org/A5056499434, https://openalex.org/A5081956768, https://openalex.org/A5010495671"
https://openalex.org/W2081896594,2012,203,"https://openalex.org/A5100378605, https://openalex.org/A5051257652, https://openalex.org/A5000679279"
https://openalex.org/W2068883041,2014,181,"https://openalex.org/A5081008532, https://openalex.org/A5061972189, https://openalex.org/A5064818681"
https://openalex.org/W2099352442,2012,174,"https://openalex.org/A5081008532, https://openalex.org/A5046111391, https://openalex.org/A5023892723, https://openalex.org/A5062093738"
https://openalex.org/W3125040706,2014,171,"https://openalex.org/A5068651250, https://openalex.org/A5030079806, https://openalex.org/A5056499434"
https://openalex.org/W3125470894,2015,156,"https://openalex.org/A5023764588, https://openalex.org/A5031982402, https://openalex.org/A5029549179, https://openalex.org/A5056499434"
https://openalex.org/W1995714727,2008,153,"https://openalex.org/A5056499434, https://openalex.org/A5006822609, https://openalex.org/A5081956768"
https://openalex.org/W2090754762,2014,146,https://openalex.org/A5000679279
https://openalex.org/W3124432692,2018,146,"https://openalex.org/A5068651250, https://openalex.org/A5056499434"
https://openalex.org/W2996448636,2019,139,"https://openalex.org/A5033574079, https://openalex.org/A5074995400, https://openalex.org/A5026931667, https://openalex.org/A5015080044"
https://openalex.org/W2099006715,2009,138,"https://openalex.org/A5056499434, https://openalex.org/A5030990689, https://openalex.org/A5021314811, https://openalex.org/A5021659780, https://openalex.org/A5026257331, https://openalex.org/A5081429931"
https://openalex.org/W4241077497,2011,136,"https://openalex.org/A5066926540, https://openalex.org/A5080833581, https://openalex.org/A5029418921, https://openalex.org/A5000679279"
https://openalex.org/W2302600777,2016,134,"https://openalex.org/A5034406723, https://openalex.org/A5036258938, https://openalex.org/A5081008532, https://openalex.org/A5000209112"
https://openalex.org/W3003691606,2020,129,"https://openalex.org/A5012327209, https://openalex.org/A5020533147, https://openalex.org/A5056499434"
https://openalex.org/W2592909217,2017,125,"https://openalex.org/A5052776631, https://openalex.org/A5058732791, https://openalex.org/A5087893605, https://openalex.org/A5015080044, https://openalex.org/A5026931667"
https://openalex.org/W3014661183,2020,123,"https://openalex.org/A5004263269, https://openalex.org/A5023874785, https://openalex.org/A5063959224, https://openalex.org/A5084179523, https://openalex.org/A5026931667, https://openalex.org/A5021604824, https://openalex.org/A5062266354"
https://openalex.org/W2565597050,2017,119,"https://openalex.org/A5048132210, https://openalex.org/A5054519023, https://openalex.org/A5014647140, https://openalex.org/A5027079032"
https://openalex.org/W1508765177,2014,116,"https://openalex.org/A5047897879, https://openalex.org/A5002041772, https://openalex.org/A5100744117, https://openalex.org/A5038976962"
https://openalex.org/W2340840968,2016,115,"https://openalex.org/A5103163280, https://openalex.org/A5078651528, https://openalex.org/A5051257652, https://openalex.org/A5000679279"
https://openalex.org/W2414498945,2016,109,"https://openalex.org/A5110933986, https://openalex.org/A5100744117, https://openalex.org/A5111940488, https://openalex.org/A5073875709, https://openalex.org/A5038976962, https://openalex.org/A5002041772"
https://openalex.org/W2265595858,2016,100,"https://openalex.org/A5043155699, https://openalex.org/A5081429241, https://openalex.org/A5080592530, https://openalex.org/A5048789742, https://openalex.org/A5000679279"
https://openalex.org/W3094739336,2020,96,"https://openalex.org/A5012327209, https://openalex.org/A5020533147, https://openalex.org/A5056499434"
https://openalex.org/W2570325132,2021,93,"https://openalex.org/A5073833749, https://openalex.org/A5046126345, https://openalex.org/A5007100156, https://openalex.org/A5011964869, https://openalex.org/A5048848652, https://openalex.org/A5013034703, https://openalex.org/A5041513167"
https://openalex.org/W2957617147,2019,93,"https://openalex.org/A5077590992, https://openalex.org/A5069451021, https://openalex.org/A5073516066, https://openalex.org/A5056499434, https://openalex.org/A5077814535"
https://openalex.org/W3125492652,2018,88,"https://openalex.org/A5057642721, https://openalex.org/A5039233645, https://openalex.org/A5056499434"
https://openalex.org/W2282408813,2021,84,"https://openalex.org/A5006981740, https://openalex.org/A5081008532, https://openalex.org/A5041492681"
https://openalex.org/W4200428383,2021,77,"https://openalex.org/A5066048702, https://openalex.org/A5086169451, https://openalex.org/A5007746083, https://openalex.org/A5000679279"
https://openalex.org/W4313428942,2021,76,"https://openalex.org/A5075345326, https://openalex.org/A5056499434, https://openalex.org/A5020533147"
https://openalex.org/W3126206030,2021,72,"https://openalex.org/A5052536455, https://openalex.org/A5082698243, https://openalex.org/A5080265907, https://openalex.org/A5056499434"
https://openalex.org/W4312065168,2022,61,"https://openalex.org/A5064296964, https://openalex.org/A5077079119, https://openalex.org/A5069454833, https://openalex.org/A5069999998, https://openalex.org/A5103706325, https://openalex.org/A5000679279"
https://openalex.org/W4385969476,2023,33,"https://openalex.org/A5082698243, https://openalex.org/A5026721037, https://openalex.org/A5020533147, https://openalex.org/A5056499434"
https://openalex.org/W4386387636,2023,27,"https://openalex.org/A5022754313, https://openalex.org/A5014437029, https://openalex.org/A5017914184, https://openalex.org/A5112992954, https://openalex.org/A5076732230, https://openalex.org/A5056499434, https://openalex.org/A5020533147"
https://openalex.org/W4382722394,2023,22,"https://openalex.org/A5012008756, https://openalex.org/A5073440687, https://openalex.org/A5009316832, https://openalex.org/A5091145457"
https://openalex.org/W4367676198,2023,20,"https://openalex.org/A5062432559, https://openalex.org/A5056499434, https://openalex.org/A5020533147"
https://openalex.org/W1989883465,2002,156,"https://openalex.org/A5109547921, https://openalex.org/A5026931667, https://openalex.org/A5076582293"
https://openalex.org/W2076789813,2008,124,"https://openalex.org/A5023749345, https://openalex.org/A5000679279"
https://openalex.org/W1987437620,2011,105,"https://openalex.org/A5081008532, https://openalex.org/A5102996261, https://openalex.org/A5023892723, https://openalex.org/A5062093738"
https://openalex.org/W2135257872,2014,86,https://openalex.org/A5071797963
https://openalex.org/W3123796359,2014,77,"https://openalex.org/A5031377911, https://openalex.org/A5056499434"
https://openalex.org/W2964083839,2016,76,"https://openalex.org/A5048132210, https://openalex.org/A5027079032, https://openalex.org/A5014647140"
https://openalex.org/W2124728017,2012,75,"https://openalex.org/A5030990689, https://openalex.org/A5110602797, https://openalex.org/A5019813501, https://openalex.org/A5056499434"
https://openalex.org/W3123190558,2017,75,"https://openalex.org/A5021501103, https://openalex.org/A5023764588, https://openalex.org/A5056499434"
https://openalex.org/W2141627821,2014,69,"https://openalex.org/A5084955495, https://openalex.org/A5081008532, https://openalex.org/A5061810530, https://openalex.org/A5067688305, https://openalex.org/A5062093738"
https://openalex.org/W3125258138,2015,69,"https://openalex.org/A5056499434, https://openalex.org/A5064485567, https://openalex.org/A5021314811"
https://openalex.org/W2982316861,2019,64,"https://openalex.org/A5013465081, https://openalex.org/A5100625892, https://openalex.org/A5076633756, https://openalex.org/A5002041772"
https://openalex.org/W2792099169,2018,60,"https://openalex.org/A5071797963, https://openalex.org/A5060362716"
https://openalex.org/W2963131915,2018,58,"https://openalex.org/A5004656270, https://openalex.org/A5027079032, https://openalex.org/A5008033989"
https://openalex.org/W3161814337,2021,45,"https://openalex.org/A5052168303, https://openalex.org/A5012327209, https://openalex.org/A5054913386, https://openalex.org/A5056499434"
https://openalex.org/W2220865372,2021,43,"https://openalex.org/A5081008532, https://openalex.org/A5087884109, https://openalex.org/A5062093738"
https://openalex.org/W3184744491,2021,40,"https://openalex.org/A5034406723, https://openalex.org/A5081008532, https://openalex.org/A5101500495, https://openalex.org/A5012168451, https://openalex.org/A5038043083, https://openalex.org/A5061164871"
https://openalex.org/W4385381485,2023,17,"https://openalex.org/A5076651767, https://openalex.org/A5108312123, https://openalex.org/A5021501103, https://openalex.org/A5056499434"
https://openalex.org/W4389519042,2023,17,"https://openalex.org/A5101505324, https://openalex.org/A5049055745, https://openalex.org/A5100741900, https://openalex.org/A5100347295, https://openalex.org/A5046126345"
https://openalex.org/W2168981274,2009,77,"https://openalex.org/A5022105203, https://openalex.org/A5081429241, https://openalex.org/A5073544378, https://openalex.org/A5000679279"
https://openalex.org/W2103779611,2009,72,"https://openalex.org/A5012283410, https://openalex.org/A5035032490, https://openalex.org/A5032918788, https://openalex.org/A5009316832, https://openalex.org/A5042003138"
https://openalex.org/W2312102281,2016,58,"https://openalex.org/A5071797963, https://openalex.org/A5019957971, https://openalex.org/A5022761385"
https://openalex.org/W2323554062,2014,54,"https://openalex.org/A5100427955, https://openalex.org/A5002041772"
https://openalex.org/W2096077672,2014,53,"https://openalex.org/A5022353920, https://openalex.org/A5056499434, https://openalex.org/A5089888658, https://openalex.org/A5064053881, https://openalex.org/A5046649453, https://openalex.org/A5082591225"
https://openalex.org/W2588198659,2017,50,"https://openalex.org/A5008490574, https://openalex.org/A5026931667"
https://openalex.org/W3124031532,2016,50,"https://openalex.org/A5027074094, https://openalex.org/A5060619980, https://openalex.org/A5056499434, https://openalex.org/A5081956768"
https://openalex.org/W3101637242,2020,38,"https://openalex.org/A5049055745, https://openalex.org/A5046126345"
https://openalex.org/W4255244102,2021,36,"https://openalex.org/A5028871710, https://openalex.org/A5020462137, https://openalex.org/A5063647785, https://openalex.org/A5056499434, https://openalex.org/A5014466973"
https://openalex.org/W4385409531,2023,14,"https://openalex.org/A5041499491, https://openalex.org/A5012327209, https://openalex.org/A5056499434"
https://openalex.org/W4381614592,2023,13,"https://openalex.org/A5054630728, https://openalex.org/A5032694172, https://openalex.org/A5027079032, https://openalex.org/A5082639817"
https://openalex.org/W2017947603,2010,59,"https://openalex.org/A5027036879, https://openalex.org/A5112141456, https://openalex.org/A5000679279, https://openalex.org/A5106235930"
https://openalex.org/W2159263413,2013,53,"https://openalex.org/A5056499434, https://openalex.org/A5021314811, https://openalex.org/A5036406621, https://openalex.org/A5042168353, https://openalex.org/A5081956768, https://openalex.org/A5064084435"
https://openalex.org/W2153606352,2013,51,"https://openalex.org/A5036368588, https://openalex.org/A5046890578"
https://openalex.org/W2121845588,2013,49,"https://openalex.org/A5056499434, https://openalex.org/A5040287174, https://openalex.org/A5023764588, https://openalex.org/A5049664275, https://openalex.org/A5031845310, https://openalex.org/A5081956768, https://openalex.org/A5062636496"
https://openalex.org/W2952030759,2014,46,"https://openalex.org/A5081008532, https://openalex.org/A5036258938, https://openalex.org/A5034406723"
https://openalex.org/W2592569983,2017,43,https://openalex.org/A5056499434
https://openalex.org/W3123833839,2017,43,"https://openalex.org/A5103163280, https://openalex.org/A5038356922, https://openalex.org/A5051257652, https://openalex.org/A5000679279"
https://openalex.org/W2800904727,2018,42,"https://openalex.org/A5101856289, https://openalex.org/A5074957399, https://openalex.org/A5056499434, https://openalex.org/A5052607806, https://openalex.org/A5081956768"
https://openalex.org/W4238726429,2018,41,"https://openalex.org/A5012327209, https://openalex.org/A5020533147, https://openalex.org/A5056499434"
https://openalex.org/W3092393330,2020,37,"https://openalex.org/A5058732791, https://openalex.org/A5031468037, https://openalex.org/A5065665426, https://openalex.org/A5026931667"
https://openalex.org/W3044248538,2020,36,"https://openalex.org/A5018717377, https://openalex.org/A5071797963, https://openalex.org/A5036348416"
https://openalex.org/W3194628895,2021,31,"https://openalex.org/A5108655124, https://openalex.org/A5026721037, https://openalex.org/A5085081313, https://openalex.org/A5033543507, https://openalex.org/A5080732494, https://openalex.org/A5054707908, https://openalex.org/A5000679279"
https://openalex.org/W3214948818,2021,28,"https://openalex.org/A5052536455, https://openalex.org/A5020533147, https://openalex.org/A5056499434"
https://openalex.org/W4386572648,2023,11,"https://openalex.org/A5026721037, https://openalex.org/A5000679279, https://openalex.org/A5056499434"
https://openalex.org/W2012835407,2014,41,"https://openalex.org/A5100427940, https://openalex.org/A5002041772, https://openalex.org/A5100455842"
https://openalex.org/W2149719236,2012,39,"https://openalex.org/A5056499434, https://openalex.org/A5081956768"
https://openalex.org/W4298264519,2014,38,"https://openalex.org/A5081008532, https://openalex.org/A5036258938, https://openalex.org/A5034406723"
https://openalex.org/W2738927550,2017,35,"https://openalex.org/A5073806109, https://openalex.org/A5071797963"
https://openalex.org/W4246288419,2020,27,"https://openalex.org/A5052536455, https://openalex.org/A5082698243, https://openalex.org/A5080265907, https://openalex.org/A5056499434"
https://openalex.org/W2463751792,2007,51,"https://openalex.org/A5000679279, https://openalex.org/A5091031461, https://openalex.org/A5081572800, https://openalex.org/A5000679279"
https://openalex.org/W2119663273,2012,37,"https://openalex.org/A5019007797, https://openalex.org/A5056499434, https://openalex.org/A5057861440, https://openalex.org/A5081956768"
https://openalex.org/W3102799137,2011,36,"https://openalex.org/A5027079032, https://openalex.org/A5009715973, https://openalex.org/A5082913931, https://openalex.org/A5041169962"
https://openalex.org/W1526432731,2015,30,"https://openalex.org/A5036731944, https://openalex.org/A5029418921, https://openalex.org/A5009504829, https://openalex.org/A5056499434"
https://openalex.org/W2750839509,2017,29,"https://openalex.org/A5046126345, https://openalex.org/A5062910836, https://openalex.org/A5087088138"
https://openalex.org/W4232537629,2019,28,"https://openalex.org/A5012327209, https://openalex.org/A5020533147, https://openalex.org/A5056499434"
https://openalex.org/W2921189818,2019,27,"https://openalex.org/A5027074094, https://openalex.org/A5023764588, https://openalex.org/A5056499434, https://openalex.org/A5081956768, https://openalex.org/A5082591225"
https://openalex.org/W3080442798,2020,24,"https://openalex.org/A5081233201, https://openalex.org/A5034406723, https://openalex.org/A5081008532"
https://openalex.org/W4256154985,2020,24,"https://openalex.org/A5052168303, https://openalex.org/A5012327209, https://openalex.org/A5054913386, https://openalex.org/A5056499434"
https://openalex.org/W3154841881,2021,21,"https://openalex.org/A5045620226, https://openalex.org/A5000679279"
https://openalex.org/W3158712508,2021,20,"https://openalex.org/A5038043083, https://openalex.org/A5061164871, https://openalex.org/A5055537550, https://openalex.org/A5081008532"
https://openalex.org/W36967578,2009,35,"https://openalex.org/A5046126345, https://openalex.org/A5060065053"
https://openalex.org/W2904444295,2018,25,"https://openalex.org/A5088448789, https://openalex.org/A5013688285, https://openalex.org/A5002041772, https://openalex.org/A5038976962, https://openalex.org/A5054586972, https://openalex.org/A5056242621"
https://openalex.org/W3022995072,2020,22,"https://openalex.org/A5019957971, https://openalex.org/A5071797963, https://openalex.org/A5111451722"
https://openalex.org/W3123401624,2019,22,"https://openalex.org/A5004263269, https://openalex.org/A5023874785, https://openalex.org/A5063959224, https://openalex.org/A5084179523, https://openalex.org/A5026931667, https://openalex.org/A5021604824, https://openalex.org/A5062266354"
https://openalex.org/W3022318323,2020,20,"https://openalex.org/A5027079032, https://openalex.org/A5039428882, https://openalex.org/A5015588148"
https://openalex.org/W3029438920,2020,20,"https://openalex.org/A5080482016, https://openalex.org/A5043896474, https://openalex.org/A5000679279, https://openalex.org/A5079756254"
https://openalex.org/W3097779809,2020,20,"https://openalex.org/A5071797963, https://openalex.org/A5037507400"
https://openalex.org/W3107549912,2020,20,"https://openalex.org/A5011168888, https://openalex.org/A5030987696, https://openalex.org/A5014647140, https://openalex.org/A5054707908, https://openalex.org/A5080732494, https://openalex.org/A5000679279"
https://openalex.org/W4233215040,2020,20,"https://openalex.org/A5062432559, https://openalex.org/A5056499434, https://openalex.org/A5020533147"
https://openalex.org/W3200179082,2021,19,"https://openalex.org/A5101676626, https://openalex.org/A5014647140, https://openalex.org/A5027079032"
https://openalex.org/W3213691598,2021,18,"https://openalex.org/A5037032008, https://openalex.org/A5070414079, https://openalex.org/A5071797963"
https://openalex.org/W4312828022,2022,13,"https://openalex.org/A5009417234, https://openalex.org/A5101803962, https://openalex.org/A5002041772"
https://openalex.org/W4298005904,2022,12,"https://openalex.org/A5023775697, https://openalex.org/A5054913386, https://openalex.org/A5020533147, https://openalex.org/A5056499434"
https://openalex.org/W2116702891,2010,28,"https://openalex.org/A5064485567, https://openalex.org/A5056499434, https://openalex.org/A5021314811"
https://openalex.org/W2185315851,2011,25,https://openalex.org/A5046126345
https://openalex.org/W2048733696,2013,23,"https://openalex.org/A5050028246, https://openalex.org/A5051257652, https://openalex.org/A5000679279"
https://openalex.org/W3122466578,2017,23,"https://openalex.org/A5021501103, https://openalex.org/A5021314811, https://openalex.org/A5064485567, https://openalex.org/A5056499434"
https://openalex.org/W2294090774,2014,22,"https://openalex.org/A5034682188, https://openalex.org/A5002597222, https://openalex.org/A5081008532"
https://openalex.org/W2523390905,2016,20,"https://openalex.org/A5043692273, https://openalex.org/A5108531903, https://openalex.org/A5057979014, https://openalex.org/A5034406723, https://openalex.org/A5041680508, https://openalex.org/A5081008532"
https://openalex.org/W2957693594,2019,20,"https://openalex.org/A5009288058, https://openalex.org/A5100744117, https://openalex.org/A5023172399, https://openalex.org/A5074592394, https://openalex.org/A5002041772"
https://openalex.org/W3119560152,2021,17,"https://openalex.org/A5058158750, https://openalex.org/A5034406723, https://openalex.org/A5081008532, https://openalex.org/A5027706684"
https://openalex.org/W4309672241,2022,11,"https://openalex.org/A5011588754, https://openalex.org/A5048181040, https://openalex.org/A5054519023, https://openalex.org/A5055446394, https://openalex.org/A5027079032, https://openalex.org/A5014647140"
https://openalex.org/W4309697951,2022,11,"https://openalex.org/A5064296964, https://openalex.org/A5077079119, https://openalex.org/A5069454833, https://openalex.org/A5069999998, https://openalex.org/A5076633756, https://openalex.org/A5000679279"
https://openalex.org/W2790793191,2018,19,"https://openalex.org/A5018717377, https://openalex.org/A5071797963, https://openalex.org/A5042101357, https://openalex.org/A5077381667"
https://openalex.org/W2944403686,2019,19,"https://openalex.org/A5060362716, https://openalex.org/A5071797963, https://openalex.org/A5112366358, https://openalex.org/A5077381667"
https://openalex.org/W2980848068,2019,19,"https://openalex.org/A5008490574, https://openalex.org/A5013468993, https://openalex.org/A5026931667"
https://openalex.org/W2017835493,2015,18,"https://openalex.org/A5103241665, https://openalex.org/A5049671186, https://openalex.org/A5081008532, https://openalex.org/A5007419039, https://openalex.org/A5022272025"
https://openalex.org/W2970850030,2019,18,"https://openalex.org/A5069198460, https://openalex.org/A5071797963"
https://openalex.org/W3107577396,2020,17,"https://openalex.org/A5002412059, https://openalex.org/A5090880726, https://openalex.org/A5063479628"
https://openalex.org/W4230794884,2021,15,"https://openalex.org/A5052536455, https://openalex.org/A5020533147, https://openalex.org/A5056499434"
